"","text"
"1851","eh tumben sicepat lambat"
"1852","siapa yg kemaren ngomong sicepat cepet bgt hah"
"1853","tumben ini pake   tapi ko di status pengiriman udah berhenti di line brebes bumiayu ampir  hari  happen kasian pelanggan ntar complain"
"1854","sicepat emng lg kendala update resi ya punya gue jg udh  hari ga berubah statusnya"
"1855","psa selalu ingat hal ini ketika berjualan di shopee baca lebih jelas di  dalam kasus ini terjadi kehilangan barang di  dan diganti sesuai dengan peraturan gantirugi yang berlaku di sicepat"
"1856","kok jadi takut sicepat"
"1857","sicepat lo bner nyusahin ya paket gue segala di bongkar"
"1858","kurir sicepat tu pake buroq kali ya gada  hari dah nyampe aja anjir"
"1859","sicepat iki ga ngotak moro moro wes nyampe ae barangku ð"
"1860","asli gerah juga lama udah  begini sudah komplain sekali akhirnya modal kasih lakban fragile sendiri apa memang  tidak paham arti tulisan fragile dan handle  care "
"1861","tolong ya  kalian kalo melakukan pencurian sekali lagi kami gaakan tinggal diam"
"1862","sicepat engga mau ganti nama jadi sibiasaaja apa"
"1863","ini kata raffi ahmad usai jadi brand ambassador sicepat ekspres"
"1864","sicepat  mohon paket buyer cepet sampenya  bu"
"1865","sicepat memang mantap dua hari doang sampeðð"
"1866","sudah  nih jadi untuk menerima paket barang berharga dari  gak perlu dilampirkan foto ktp juga cukup di tunjukkan saja ke kurir ngeri ngeri sedap juga kalo sampe disalahgunakan mudah mudahan bermanfaat"
"1867","sicepat kok jd lambatð"
"1868","sekarang urutan kurir tergercep di sini  jne  sicepat lainnya imbang jnt tetap urutan terakhir krn kurirnya kadang suka rese sekian"
"1869","semoga  bisa bikin overall portfolionya kejora capital makin kinclong stlh punya  portfolio top sperti sicepat investree kredivo time  tell ð kejoracapital"
"1870","lah tumbennn sicepat ngirim resi ke email"
"1871","jujurr skrg lebih enak anteraja daripada sicepat sumpah pake sicepat bisa  hari pake anteraja cuma  hari lebih ini asak kotanya sama ye wak"
"1872","macrame keyringbag keychain motif  rainbow ð   ð po  hari ð  via dm  inbox ðcashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia macrame walldecor decor keyring accessories"
"1873","sicepat setiap gue ada event ð"
"1874","ayodong sicepat kirim cpt ke rmh buyerku sy mau co brg ni"
"1875","lowongan kerja pt sicepat ekspres cirebon"
"1876","pagi pagi dikejar sicepat"
"1877","kapan  buka cabang di kecamatan bangsalsari kab jember jujur sebagai seller tokopedia saya menjangkau sicepat jauh buat drop  paket kalaupun request pick  kurir ga mau sampe rumah dn minta ketemuan karena jauhnya rumah saya "
"1878","halo min  ini kok nggak ada update lagi trackingnya isinya dokumen penting lho itu"
"1879","anjir baru inget ekspidisi nya belom diganti mana sicepat udh pindah gatau kmn mampus aja gue kudu nyari dimana mau gamau kudu ke menteng dalem aelah males bgt jauh mana mendung"
"1880","tetep aja sicepat paling cephatt  keren euy sorting poolnya anteraja"
"1881","ini sicepat tumben dangdut gini ya allah ðð gatega huhu"
"1882","sicepat emang bener bener ye baru  hari lalu checkout eh hari ini udah sampe padahal pagi tadi cek status masih di tempat sortir ð untung bukan cod jadi emak dirumah ga marah wkwkw"
"1883","macrame keyringbag keychain motif  rainbow ð   ð po  hari ð  via dm  inbox ð cashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia macrame decor walldecor keyrings rainbow"
"1884","ððââï pakeett ðð eh sicepat bukan ððââï silambat mba jam segini baru nganter"
"1885","bener bener ya  lelet banget kalo masalah refund udah tau barang gue rusak gara mereka malah dicuekin masa emang ga seberapa cuman ya tetep aja itu duit gue kaga rela dikasihin mereka enak aja respoooon"
"1886"," sicepat jauh banget dr rumahh"
"1887","aduh  lg nungguin kurir sicepat pulaaa"
"1888","ada yg shopee nya bs kirim keluar pulau jawa pake sicepat halu ini buyerku mau co ke luar pulau jawa udh pake sicepat halu tp potongannya dikit bgt  zonauang"
"1889","kurirnya sicepat bener cepet bgtð"
"1890","hay kakayo belanja keperluan alat tulis kantor dan perlengkapan sekolah kakak di tokopedia ladangatk yuk fitur bebas ongkir dengan sicepatantarajadan ongkir spesial untuk  day dan instan menggunakan gosend segera pesan keperluan atknya"
"1891","tolong ya sicepat kantor tenggilis surabaya paket yg gw kirim selalu ilang kalo di kalian ngapa deh pls ini orderan sekarton jgn sampe ilang juga dong dulu pernah ilang bag jangan sampe ini bag juga nangis nih gw "
"1892","parah  di dm belum respon di wa dibales pake bot ngomongnya apa dibales apa klo posisi udah balik digudang lg bilang aja di gudang biar kita ambil kok gk terlalu jauh kesana daripada menunggu berhari hari "
"1893"," satu komplek listrik dimatiin  banjir banget  ujan masih deres  suddenly ada pakeeet sicepat youâ ððððððððð"
"1894","paket sicepat padahal reguler tapi sehari udh nyampe aja ðð"
"1895","hey  kenapa sekarang menerima barang harus langsung penerima nya dan foto ktp juga ktp kan ada identitas yg privasi dan khawatir bisa disalahgunakan tolong bisa diubah lagi prosedur nya dan gimana kalo penerima sedang tidak ada di rumah dulu gk gini gini amat"
"1896","sicepat nya lagi lamaðªâð"
"1897","hari ini lg kzl sumpahhh ngejer deadline  paket biar tenang eh malah stress gegara materialnya dah belabelain minta dikirim pake  day servicenya tiki  hari baru nyampe pake sicepat regular malah duluan datangnya dah ga bakal pake tiki lagi"
"1898","woi kurir sicepat gw belom dtg pls gmn  untung kurir si cpt gw ga kek gini"
"1899","asli makin gak jelas aja nih sicepat dr tanggal  stuck di tempat sortir tgl  tautau dihold aja padahal gaada kabar atau telfon samsek buat nganter asli kasihanlah seller sama buyer seller gak dpt duit krn cod buyer jg kelamaan nunggu barang "
"1900","kesel banget sama si cepat  biasany ga gini ini pertama kali ngalamin yg kek gini asli kesel banget aku beli masker masa di sobekin sih sampe keliatan kemasan dari maskernya bukannya di keterangan udh ada tulisan kalo itu tuh masker wajah ngapain disobekin"
"1901","gilaa cepet bgt sicepat pagi di pick  tadi siang langsung sampe ke rumah buyerðð"
"1902","ekspedisi sicepat sama anteraja lebih cepetan yg mana yaa kl dri luar pulau jawa"
"1903","cepetan sicepat atau anteraja yaaðð"
"1904","kirim pake tiki ons tgl  yg seharusnya sehari sampai diterima tgl  siang kirim pake sicepat regular tgl  diterima tgl  pagi kocak yaaaa  maap kesel aja hampir ga kekejar deadline pengiriman ke customer saya"
"1905","anteraja tumben bisa seharipadahal nyesel kmrn kenapa ga milih sicepat ð"
"1906","ini bisa jd contoh si kalo ngirim barang mahal bisa kirim langsung selama ini pake jne mulu tp emang agak lama sampenya besok mungkin bisa coba sicepat  karena aku orgnya overthinking dan lagi trust issue ke jaskir jdnya kmrn mau co pc harga jutaan minta dikirim langsung tanpa lewat shopee dan minta asuransi puji tuhan aman karena kalo ilang jaskir harus gantiin sesuai nilai barangnya bs dicoba buat kalian yg ovt kaya aku"
"1907","sicepat dah di dropoff ya"
"1908","ni gegara sicepat ngaret akhirnya  panik beli rc urinary di sini jg "
"1909","hallo admin  saya  barang dengan kurir si cepat sejak hari senin tapi sampai hari kamis barang belum di pick  sudah telpon cs tapi belum selesai sudah dimatikan panggilannya tolong dibantu follow  yah biar paket saya segera diantarkan"
"1910","kalo ngirim paket ke sicepat bisa pake  resi nya aja ga seyy atau harus lengkap ama alamat  telp penerima dkk"
"1911","wkwkwk  lucu bangetttt  rugi rugii"
"1912","asli gw capek kali lah ð  masmbak dari kapan saya buat pick  tp ini ga ada datangâ kurirnya ððð tolong lah"
"1913","id express sicepat sm jnt mending mana guys "
"1914","  kidding     tokopediaxbts"
"1915","sicepat emg suka ngadi ngadi baru kmrn cekout ini udh sampe  sengaja cekout biar dapet photocard malah lupa di klaim aswww"
"1916","info lomba hackathon finally  time   pt sicepat ekspres indonesia akan menyelenggarakan hajat terbesarnya tahun ini melalui event  âsicepat pahlawan hackathon â bagi kamu yang tertarik untuk mendaftar yuk simak terlebih dahulu seputar event ini"
"1917","gue ga pernah kecewa berat sama ekspedisi klo misal masalahnya cuma telat anter barang tp  dah bikin gue kecewa  pertama paket gue dihilangin meski udh diganti kedua skrg ini nih primer gue dicolong sial"
"1918","hah ini sellernya cepet bgt langsung cetak resi di shopeeð mana pake sicepat hshsjsn aku kan lg musuhan sm itu kurir ini co makanan malah ga sempet ganti ke jnt aaaaaaaaa gak ada semenit njir lgsung dibikin resi nya knpðððð"
"1919","sorry  gue ngerasa dirugikan lagi nih kena bobol paket dr  oleh kurir  mau ngajuin proses refund scr resmi yg bisa balik cuma  dari harga aslinya "
"1920","sicepat ga jelas deh"
"1921","si cepat belom  jam dari co udah nyampe jir ke rumah gua keren dah coba aja semua toko yang gue purchase pake sicepat enak banget ð"
"1922","sicepat giliran dibutuhin cepet lama bat anjir nyampenya giliran gw beli iseng doang sehari juga udh smp ð"
"1923","sicepat tapi tidak cepat sigesit tapi tidak gesit"
"1924","jntjnesicepat bingung ð"
"1925","min   kapan sampainya"
"1926","salam dari sicepat ngabrettt bdo pusat cod "
"1927","sicepat benar benar cepat sampe shock sendirið"
"1928","tumben bgt sicepat "
"1929","lah bru tau klo sicepat didom gua gbs cod orenð"
"1930","ga ga lagi  jasa sicepat ð"
"1931","macrame hanging mirror beige ukuran cm double bubble wrap  ð   ð po  hari ð  via dm  inbox ð cashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia macrame keyring accessories"
"1932","yuhuu sekarang kirim paket ke singapore dan malaysia anti mahal ada promo akhir tahun dari sicepatgo ð yuk hubungi layanan pick  kami dan sikat promonya ð tarif berlaku sampai  desember  ya syarat dan ketentuan berlaku sicepatekspres sicepatgo bersatuuntukmudah"
"1933","angger ih sicepat kemarin beli rok juga sampe gini packagingnya"
"1934","min tolong cek dm yaa "
"1935","takut bgt pke sicepat ð awas  klo lo acak paket gue hiks"
"1936","hanyar ini nah sicepat bujuran jadi sicepat"
"1937","akhirnya ngerasain juga beli barang trus paketnya kena bobol kurir "
"1938","ga ada yg ngalahin sicepat emg"
"1939","sicepat serem bgt pdhl baru dikirim kemarin loh pagi ini udah nyampe  pdhl jabar jatengð ini transportasinya pake buroq apa gmn"
"1940","sicepat tuh emang cepet banget yaa suka deh"
"1941","daftar alamat kantor sicepat ekspress kabupaten kudus  daftar alamat terbaru"
"1942","daftar alamat kantor sicepat ekspress jepara  daftar alamat terbaru"
"1943","sicepat ekspres siap dengan layanan logistik terintegrasi"
"1944","aku akhir ini pake sicepat aman kokk ðð gaada paket dibukarusak bahkan blm pernah ada kendala paket rusak sih paling ya soal barang yang diantar ulang terus "
"1945","sicepat lama bgt anjenggg mending lu ganti nama jd si lambat"
"1946","baru kejadian di aku juga kirim paket dari jkt pake sicepat kargo sampai sby dengan kondisi plastiknya disilet kayaknya supaya bisa ngerogoh isi kardusnya ð kecewa kali abangnya liat isinya sikat gigi coaster dan buku jadi ga disikat   help rt sumpah kecewa bgt sama sicepat masa paket gue pas nyampe keadaannya kebuka kek gini sobek dimana kek bekas dibuka mana isinya album lagi yg harganya gak murah untung albumnya masih ada ga hilang speechless bgt pas nerima paketnya mau marah"
"1947","ini paket sesama malang kok lama banget nyampenya yaampun sicepat yg tidak cepat ini"
"1948"," paket ini sama pake  udah dr kmren sampe di bantul tp ga ada progress apa sampai sekarang  yg satu sama jogja beda bgt deh sama  dan  yg super cepet sampainya heranð"
"1949","ini sicepat tumben bgt pick  jam sgni cepet bgt woii biasanya jam nan"
"1950","guys cara ubah jasa pengiriman gmna ya biar sicepat"
"1951","tanggapan sicepat ekspres atas surat bapak harris kristanto "
"1952","tanggapan sicepat ekspres atas surat bapak stepanus david "
"1953","dari surabaya ke sini udah tiga hari belum nyampe lama bener sicepat"
"1954","kenapa ya kok skrg pengirimannya pake shopee express dah pdhl disini ga ada itu jd percuma barangnya dikirim lewat kereta terus dianter sama sicepat dan itu lamaaaaaa bgt nyampenya "
"1955","cok  paketku seminggu punjul ra tekan ki tok  nyandi cok iki nomer resine "
"1956","gue co pake kargo sicepat kg malah gratis ongkir nyesel bgt beli album ga nanyain dom  nya duluð"
"1957","gue co wg abin dapet ekpedisi sicepat woiii takuttt semoga amann deh ya wg abin gue"
"1958","produsen motor listrik milik nfcx dan sicepat gandeng ugm kembangkan riset teknologi"
"1959","klian yg co pda pake ekspedisi apa bimbang pengen coba sicepat tpi takut "
"1960","ada yg bisa dititipin paket gak trs jasa kirimnya pake sicepat gt"
"1961","sicepat cargo gokil tuh kurir motor biasa apa mobil sih gila dah kenapa syopi pelit banget "
"1962","macrame keyringbag keychain motif  rainbow ð   ð po  hari ð  via dm  inbox ðcashdanamandirishopeepay ð jntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia macrame walldecor decor keyring accessories"
"1963","ini kenapa ya paket saya masih nyangkut aja di jakarta utara bisa bantu tracking "
"1964","macrame mini hanging wall decor beige ðonly  ðpo  hari ðorder via dm  inbox ðcashdanamandirishopeepay ðjntjnetikisicepatcod daerah bandar lampung pengiriman seluruh indonesia"
"1965","akhirnya   ulang pake eksjt  hari aja jatim ke jogja udah sampe rumah lah pake sicepat bermingguâ aja kaga sampeâbusuk banget emang ni pelayanannya  ambil aja noh paket  dah ga butuhga lagi lagi dah pake siancuk ekpres ini"
"1966","ada yang  admin packing dom diy jateng aku bisa bantu pernah berpengalaman bantu packing jajanan  temenku sering jual koleksi pribadi juga kebetulan rumahku deket ekspedisi jnt biasa di pickup anter ajasicepat juga insyaallah trusted dan amanahfee bisa dibicarakan"
"1967","kalo ubah pengiriman jadi pick  kurir sicepat bisa kermh sendiri tanpa dihubungin ga sih"
"1968","perusahaan itu juga saat ini sedang fokus dalam membangun ekosistem bisnis digital"
"1969","hadiri annual gala night sicepat dedy corbuzier unjuk kebolehan main sulap"
"1970","bener ternyata sicepat bisa sampe di hari yg sama kalo sellernya pickupnya pagi"
"1971","sudah lama tidak memakai sicepat mas mas nya masih baik hati kerenð"
"1972","ini sejak kapan killua jadi karyawan sicepat wkwk"
"1973","cs    samasama gak memberi solusi ð"
"1974","anjrlaaaah duhhh sicepat bisa ajaa buat kekgini ð"
"1975","lowongan di pt sicepat ekspres indonesia jakarta jangan lupa klik suka komentar dan tag teman kalian yang membutuhkan direct hit selengkapnya  karirmedia lowongan jobs loker lokerjateng"
"1976","ya allah pengen pb bbc tapi duitku harus dipake buat gantiin pc cust yang diilangin sicepat wkwk padahal lumayan banget diskon "
"1977","sicepat ini bener bener cepat ya seperti kilatð dari solo ke tgr gaada  jam udah sampeðð"
"1978","seriously paket gue disobek  untung fins gue gak dipatahin anjritttt"
"1979","sicepat gak ada otak anjir cepet bangettttt pesen kemarin sore dateng siang hari ini "
"1980","fragile  hand  care tapi kok tetep penyok bahkan sampe robek ya haha "
"1981","   calling sicepat   dealing   bratty stupid person "
"1982","sicepat ama jnt asal jgn nteraja  udah kapok   jntsicepatjne"
"1983","sicepat ga sesuai nama alias lemot bgt anyingg paket gue diantar ulang terus fak kapan cb nyampenya"
"1984","wah keknya salah ni pke kurir sicepat lebih dr  hari pdhl sama jkt "
"1985","saya mau galau tapi tb di chay bapak sicepat kak paketnya sudah ready yasudah galaunya abis packing sj ððð"
"1986","apresiasi seller sicepat ekspres tebar hadiah di acara  annual gala nightrnrn"
"1987","baru tau para influencer saham pada hadir di acara sicepat buat apa coba sounds  buka"
"1988","lokerpam  pt sicepat ekspres indonesia   field support"
"1989","kok tumben ya sicepat ngga secepat biasanya ini uda lewat batas estimasi tiba lho hadeeeehhh mana masih jauh banget ððð gimana sih "
